Tweet,Etiket
Zamanımı boşa harcadığım için kendime biraz kızgınım,Negatif
"Bilader bir kelime var ama nerde nasıl olursa olsun sinir bozucu. ""Peki""",Negatif
sinirliyim ve bu beni daha da çirkin yapıyor,Negatif
Yemin ederim kan beynimden sıçrıyor o derece sinirliyim..,Negatif
Genel olarak 7 öğün asabi ve agresifim ara öğünler sinirli.,Negatif
Az önce gördüğüm manzaradan dolayı ikinci öğretimlere kızgınım.,Negatif
"Bu aralar fazla tahammülsüz ve sinirliyim, hayrolsun.",Negatif
Google'un her soruya bir cevabı var çok sinir bozucu ya,Negatif
Ama eskisindende agresif oldum kafamda filler dans ediyor,Negatif
Beni 1.80 yaratmayanlara çok kızgınım 1.80 olmak benim hakkımdı,Negatif
rehberimde 300 kişi var halı sahaya gelicek bir adam bulamıyorum amk kafayı yiyeceğim,Negatif
Karadenizli olmayanların şive yapmaya çalışması çok sinir bozucu değil mi,Negatif
Annem beyaz pantolonla cebinde olan 50 lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır mı diye,Negatif
Çok fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım,Negatif
Müezzinden 1 saat önce uyandığım şu hayata kırgın ve kızgınım,Negatif
"Spor hocama bugün sinirliyim dedim beni ona göre çalıştır, şu an sinirli oldum şeyi unuttum hocaya sinirliyim",Negatif
Taehyunga yapılan sakız meselesine o kadar sinirliyim ki anlatamam,Negatif
Çok kızgınım bazı kişilere... benim için şu an sıfırlar..,Negatif
Bende böyleyim sinirliyim agresifim,Negatif
Çok sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk ben matemetik öğrenmek istemiyorum,Negatif
Zeki insanlar daha çabuk sinirlenir diye okudum bir yerde ve ne oldu bilmiyorum bir anda küplere bindim.,Negatif
Nasıl domuz eti yersin sen ya sinirden küplere bindim uyuyamıyorum ! ,Negatif
Bundan sonra birine küfür edeceğim zaman sadece Hasan Ali Kaldırım diyecem..,Negatif
Ya nasıl pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim,Negatif
"Kafayı yiyeceğim ya, bir kediyi neden öldürür bir insan",Negatif
8 dakikada kontenjan nasıl doldurulabilir kafayı yiyeceğim bak,Negatif
Delireceğim kafayı yiyeceğim sus beynim sus,Negatif
Yahu şu 7 rakamındaki sır ne kafayı yiyeceğim niye 7 ya,Negatif
Çemensiz pastırma mı olur ya. Çok sinir oldum şu an. Başka da yok ha,Negatif
Kimse anlayamadı ya sinir oldum sağolsun bağıranlar yüzünden ,Negatif
Pasif agresiflikten nefret ederken pasif agresif oldum hayatım baya planladığım gibi gidiyor,Negatif
Hiç olmadığım kadar kızgınım hocaya ve takıma.,Negatif
Final haftamda çok agresifim uçan kusla bile kavga ediyorum,Negatif
5gb dün geceden bugüne bitti turkcelli allah alsın yani şu an çok kızgınım,Negatif
Aşırı agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çıkarsam,Negatif
"Para yok diyorum sana, agresifim diyorum",Negatif
"Yine güzel bir çay içemedim, agresifim",Negatif
Germeyin oğlum beni sinirliyim agresifim bak,Negatif
Sevgilimi çok özledim bana ters yapan olursa başının üstünde yeri var agresifim kompleksliyim şu an,Negatif
Sinirlenemiyor oluşuma kızgınım,Negatif
İnşallah bir daha karşıma çıkmazsın senden nefret ediyorum NEFRET,Negatif
modüler aritmetik senden nefret ediyorum,Negatif
Yanımda olmadığın için sen suçlusun ama senden başka herkese kızgınım,Negatif
Şu heyecanlanınca ve yalan söyleyince elimin ayağımın titremesinden nefret ediyorum,Negatif
iki kez sorlan sorulardan ve karşıma ikinci kez çıkan insanlardan nefret ediyorum,Negatif
"Çok sinirliyim, Allah'ım inşallah topunuzun belasını verir hiçbirinize ayık kafayla dayanamıyorum artık",Negatif
Allah'ım kafayı yiyeceğim. Kursta da uykum geldi dayanamıyorum ilk arada çıktım. ,Negatif
Can Manay eski sevgilisinin gözüne kezzap mı dökmüş kafayı yiyeceğim,Negatif
O kadar ders çalışıyorum nereye gidiyor bunlar çok merak ediyorum kafayı yiyeceğim,Negatif
"Bazı tarihlere çok kızgınım, takvim yapraklarıyla anlaşamıyorum",Negatif
Yürüyemediğim yolların içimde birikmesine kızgınım yalnızca,Negatif
Soyisimlerinizi kullanarak bir yerlere gelmenize aşırı kızgınım,Negatif
Bize bu ayrılığı reva görenlere de bir miktar kızgınım,Negatif
Git gide tahammülsüz bir insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan,Negatif
Kafam karışık uykusuz aç ve agresifim bu anlamsız karmaşa içinde bir hiçim .,Negatif
kızgınım sinirliyim karşılaşsak bir kaşık suda boğarım ve yüzüne tükürürüm evet,Negatif
Kızgınım. Sana değil kendime. Her defasında kendimden çok karşımdakine değer verdiğim için kendime kızgınım.,Negatif
Öyle kızgınım ki -40`ta kalsam soğumam..,Negatif
medenicinin dersindeki ses kaydını dinliyorum adam o kadar yavaş konuşuyor ki vallahi kafayı koyup uyucam şimdi çok kızgınım,Negatif
Kaderimizde neden kolayca ekmek kazanmak nasip değilmiş bilmiyorum ve hayata kızgınım. ,Negatif
Erken uyandığım için kızgınım kendime. Bok vardı çünkü.,Negatif
Kızgınım ama kendime gider diyenlere gidenleri savunduğuma kızgınım,Negatif
Beni bu saatte uyandıran ALES'e de çok miktarda kızgınım.,Negatif
Beni seninle muhattap eden hayatın vizyonsuzluğunada baya bir kızgınım.,Negatif
"Herşeye ve herkese kızgınım, sebebini bilmiyorum..",Negatif
Muslera ya bu formuyla oldukça kızgınım çok kötü 1 senedir çok kötü.,Negatif
Tersimden mi kalktım acaba sinirden çıldıracağım bugün,Negatif
Aykut hoca yeter artık ya 2 on libero... Saldır diyoruz senin yaptığına bak ya sövdüreceksin illa kendine,Negatif
Ya sen değil ondan mesaj bekliyorum ben ay çıldıracağım,Negatif
Herkes bilip bilmeden Cengiz Han hakkında yorum yapıyor kafayı yiyeceğim artık,Negatif
Çıldıracam ya bu kadar gücü nerden alıyor ,Negatif
Şunu zıpırı gördükçe sövüyorum bir rahat bırak topçuları. İtici oğlu itici.,Negatif
Uzun bir süre girmeyip tekrar online olunca tuhaf oluyormuş takipten çıkan herkese ana bacı sövüyorum ,Negatif
Haluk Levent’in yaptıklarını görünce asıl yapması gereken ama yapmayan kurumlara daha bir sövüyorum,Negatif
20 dakikadır aralıksız sövüyorum. Bu asalaklar bizim vergimizden maaş alıyor. ,Negatif
Yeter artık sürekli yaptığınız saçma salak mum söndü muhabbetleri. Hepinizin mumu sönsün!!!,Negatif
Çift liberolar öpsün seni defol artık vizyonsuz şebelek yeter artık ya,Negatif
Allah'ım şu uçuğa ne iyi gelir bilen var mı çıldıracağım,Negatif
Site toplantısına oğlumu yolladım sinir küpü olmuş bir şekilde geldi ,Negatif
2 dakika ders çalışıyorum sinir küpü olup kalkıyorum neye sinirlendiğimi bende bilmiyorum ya,Negatif
Eko şu an karşımda sinir küpü. 'Tansu sen niye beni oyunda geçiyorsun strese sokuyorsun beni',Negatif
Herkes gergin şu an anasayfada herkes sinir küpü olmuş,Negatif
Şu an çok öfkeliyim sinirimi yatıştıracak şeyler yapmam lazım,Negatif
Çok sinirliyim kızgınım öfkeliyim yazıklar olsun alayina son 8 haftada galibiyet alamadık,Negatif
Bu hafta dışarı çıkıp eğlenenlere karşı çok öfkeliyim. bu havada evde edebiyat çalışmak bitiriyor beni,Negatif
"Uyuyamıyorum ya, delireceğim bir gün ",Negatif
"Her şeye öfkeliyim, başım da ince ince ağrıyor",Negatif
Demek sinir bozucu bir şekilde etrafımda dans edersin ha... .,Negatif
Bts’i etiketlerden sürekli Beşiktaş çıkıyor delireceğim,Negatif
Şu gelin evi sadece bana saçma gelmiyordur herhalde millete ne benim zevkimden ya ay çok sinir bozucu,Negatif
Gözlerinin içine böyle derin bakarken aklından ne geçtiğini anlamazsın ya işte bu sinir bozucu.,Negatif
Ağız şapırdatmak kadar sinir bozucu birşey yoktur herhalde.,Negatif
Heryerden okul zili yerine çalınan sinir bozucu müzik sesi geliyor. Öğrenci olsam teneffüse çıkmak istemem böyle zil sesi mi olur.,Negatif
Ucuz parfüm kokusunun baş ağrısı yapması kadar sinir bozucu bir şey olamaz.,Negatif
Doğal olmak basit bir tavırdır ve bildiğin en sinir bozucu tavır... ,Negatif
Karanlıkta işe gitmek icin hazırlanmak çok sinir bozucu... Uykum var,Negatif
Pazartesi ve 50 küsür hasta... şimdiden söyleyim çıldıracağım haberiniz olsun,Negatif
Herkese öfkeliyim en çok kendime,Negatif
Öfkeliyim. Dişlerimi son gücümle sıkıyorum. Şakaklarım çürüyor sanki,Negatif
evet genelde öfkeliyim çünkü çok ayıp ettiler bana,Negatif
O kadar öfkeliyim ki artık kelimelerim yetmiyor bunu atmaya içimden,Negatif
Toplumun her kesiminden insana öfkeliyim,Negatif
"herkese öfkeliyim, herkese ama herkese",Negatif
Kafayı yastığa koyduğu gibi uyuyan tiplerden nefret ediyorum.,Negatif
Misafir gelmesinden nefret ediyorum amk,Negatif
Sinirlenince cümle kuramamaktan nefret ediyorum,Negatif
Her şeyi yıktıktan sonra hiçbir şey yapmamış gibi davranan insanlardan nefret ediyorum.,Negatif
Beni annesiz bırakan lanet hastalık senden nefret ediyorum,Negatif
Nefret ediyorum pazar günü çalışmaktan .,Negatif
Şımarık memnuniyetsiz mıy mıy sosyete kızlarından da nefret ediyorum,Negatif
Geceleri acıkmaktan ve yavaş yürüyen insanlardan nefret ediyorum,Negatif
"Kendime kızgınım çünkü en büyük hatayı yaptım, sana değer verdim.",Negatif
Evet iş yerine geç kaldım... Işınlanmayı hala bulamayan bilim adamlarına kızgınım... ,Negatif
Seninle yaşamak isteyipte yaşayamadığım her şey için bu hayata ayrı ayrı kızgınım,Negatif
"Kaptana kızgınım, insan bizi de çağırır",Negatif
Varlığına çok alıştığım bir yaranın iyileşmesine kızgınım,Negatif
Çok kızgınım ve sakinleşemiyorum,Negatif
Eskisi gibi kalmayışınıza çok kızgınım,Negatif
Söz dizisini bunca zamandır izlememiş olan benliğime bir miktar kızgınım,Negatif
Gaza gelip biriyle çıkmak nedir lan mal mısın kızım sen,Negatif
Tam kızıcam mal mısın diyorum evet diyince konu kapanıyor,Negatif
Ne demek yürürken mesaj atamıyorum mal mısın,Negatif
Neden kendi tweetlerini beğeniyorsun kızım sen mal mısın?,Negatif
Mal mısın madem tekrar engelleyeceksin neden kaldırıp mesaj atıyorsun,Negatif
Kardeş mal mısın ne o özürlü özürlü hareketler defol git uzakta yaşa ya,Negatif
yapma işte şunu yapma mal mısın hangi köyün soğanısın davar,Negatif
Mal mısın demek istediğim herkese mal olduğunu vura vura öğretmek zorunda kaldım.,Negatif
Ne dengesiz herifler var dün A derken bugün Z diyor evladım sen mal mısın,Negatif
"Bugün var ya çok agresifim, sağa sola çatıyorum az önce virajdan dönemeyen arabaya saydım sövdüm gömdüm",Negatif
"Bugün de üzerimde Avrupa yakası huysuzluğu var, karşı yakada daha da agresifim haliyle",Negatif
Kardeşim uyandırdı daha 2 saat uyurdum ben agresifim,Negatif
Tam rüyanın ortasında annem uyandırdı. Agresifim bugün,Negatif
20 lik diş çıkarıyorum. Çok agresifim yaklaşmayın,Negatif
Geri geldim hiç olmadığım kadar agresifim yenilendim,Negatif
Bugün ki batak dozumu alamadım agresifim,Negatif
biri penaltıdan olmak üzere 16 şut attım fakat gol olmadı agresifim bir miktar,Negatif
Çok sinirliyim çok agresifim yaklaşmayın yanarsınız,Negatif
Yine engellemiş gerizekalı beyinsiz hacıobalı,Negatif
Allah boy veriyor tip veriyor ama zekadan kısıyor işte nabalım gerizekalı,Negatif
“Bir insan daha ne kadar gerizekalı olabilir ki” sorusunun yanıtı sensin,Negatif
"Ne gerizekalı bir topluluk bunlar ya, internetten Trabzonu geziyorlar",Negatif
Şu rezil feneri bu kadroyla yenemedin defol git rıza defol..,Negatif
Maçın özeti korkak hoca maçı verdi. defol git Rıza,Negatif
Mayısı bekleme erken seçim yap ve defol git !,Negatif
Aziz Yıldırım defol git hayatımızdan küflü peynir.,Negatif
Sen antranör değilsin aykut kocaman defol git,Negatif
mesajıma cevap vermeyip tweet atan insanlara sinir oluyorum delireceğim bir gün,Negatif
Antidepresan kullanmaya başladığımdan beri daha da agresif oldum bu işte bi terslik var,Negatif
Ben niye bu kadar agresif oldum ya kimseye katlanamıyorum,Negatif
Allah aşkına bi fırça neden 250 tl neden yani işin sinir bozucu yanı o fırçaya eşdeğer fırça bulamamak,Negatif
"Küfür eden kızlara itici diyenlere anlam veremiyorum, sinirlenince napsınlar örgü mü örsünler amk",Negatif
Hava soğudu kaloriferleri kapattılar bu nasıl yurt ya delireceğim,Negatif
"deneme sınavlarından, deneme sınavlarından sonra gelen nasıl geçti sorusundan ama en çok senden nefret ediyorum",Negatif
histoloji labından nefret ediyorum,Negatif
Lan site açılmıyor sinir hastası oldum,Negatif
Genç yaşımda sinir kanseri oldum galiba,Negatif
Otobüste uyuya kalıp yanlış durakta inmek nedir amk yine sinirlendim,Negatif
Ne kadar salak salak kişiler var ya bak yine sinirlendim,Negatif
Şu an gerçekten tam bir sinir küpüyüm,Negatif
Sinir küpüyüm bulaşanın canını fena yakarım,Negatif
Nasıl bir sinir küpüyüm şu an var ya bir dersi almam bir dk sürüyor,Negatif
Siz hiç nefret ettiniz mi? Ben ettim ilk kez. Ciğerlerime kadar.,Negatif
Gördükçe sinirlerim zıplıyor saçma sapan insanları ünlü etmeye bayılıyorsunuz,Negatif
Yağmurlu ve kapalı havalardan nefret ediyorum ,Negatif
Ya kızım mal mısın dışarı çıkıp geziyorsun işte ne var bunda,Negatif
7gb internet aldım aksam 1gb i gitmiş delireceğim ya saçmalık,Negatif
İçim daraldı yine sinirlendim bak,Negatif
Demek yayınlamadın hııııaağ çok sinirlendim hemen onu mahvedeceğim ,Negatif
Saatlerdir buraya giremedim bak elim ayağım titriyor sinirlendim,Negatif
Aşırı sinirlendim ya bu kadar insanlığınızı kaybetmiş olamazsınız,Negatif
Sinirlendim. Tiremin anasına sadece ben sövebilirim. Başkasına hak vermiyorum,Negatif
"Çok sinirlendim , gidip halıyı falan döveceğim.",Negatif
Şu an o kadar sinirliyim ki ilk gördüğüm insanı öldürebilirim,Negatif
Abimler şirket kurup adını MS koymuşlar şu an çok sinirliyim.,Negatif
Lan o kadar sinirliyim ki ettiğim küfürler yeterli gelmiyor,Negatif
Şu an çok sinirliyim rüzgar yüzünden fotoğraf çekilemiyorum,Negatif
Yazmayın bana sinirliyim ağzımda ters kelime çıkabilir ,Negatif
Uslu kız olayım derken sinir küpü oldum.,Negatif
Sinir küpü olduğum tek kelimelik mesajdan anlaşılıyor ,Negatif
Evet yine sinir küpü olduğum bir otobüs yolculuğu oluyor..,Negatif
Elim ayağim titriyor sinir küpü oldum amk,Negatif
Puzzle nasıl hobi olabilir tamamen sinir küpü olmak için ortaya atılmış bir şey,Negatif
Bana kimse ters cevap vermesin bu aralar yemin ederim sinir küpü gibiyim,Negatif
En çok toprağa kızgınım ve en çok toprağı kıskanırım,Negatif
Bayadır Ados dinleyemedim kendime kızgınım,Negatif
"Kızgınım hiç gelmeyişine, bilmeyişine, hissetmeyişine",Negatif
Çok kızgınım kendime şu herşeyi ayrıntı düşünmeden edemeyen kendime çok kızgınım.,Negatif
Senin şu an haberin yok ama çok kızgınım sana.,Negatif
"Neden hep çok kızgınım, neden hep bu kadar bağırmak istiyorum. Neden?",Negatif
Kendime çok kızgınım. Gidip tatlı ya da çikolata yiyip sakinleşeyim.,Negatif
Şu hayatı istediğim gibi yaşayamadığım için sana çok kızgınım dünya,Negatif
Uykumdan uyandırıp ders seçtirmelerine de kızgınım,Negatif
Beni senle muhatap eden hayatın vizyonsuzluğuna da baya kızgınım aslında,Negatif
Beni şu ana kadar Dostoyevski ile tanıştırmayan herkese kızgınım,Negatif
Şunlardan sadece trapp’a engeli kaldırdım ama hala kızgınım ,Negatif
Ailem yine ben uyanmadan kahvaltı etmiş aç ve öfkeliyim şu an,Negatif
Günün yarısında sinirliysem diğer yarısında da öfkeliyim,Negatif
İnternetin kotası doldu çok öfkeliyim,Negatif
Kadın olmak ile ilgili yazı yazıyorum şu an çok öfkeliyim,Negatif
Toplumun her kesiminden insana öfkeliyim,Negatif
Kişilere değil kişiliksizliklere öfkeliyim,Negatif
Her şeye öfkeliyim yaşanmışlıklar bu hale getirdi,Negatif
Çok öfkeliyim her şeye herkesi bıçaklarım tam şu an,Negatif
Bugünlerde aşırı sinirli ve öfkeliyim 500 metreden fazla yaklaşmayın,Negatif
Sabahın altısında uyanmak zorunda kaldım çok öfkeliyim ve uykulu,Negatif
Hasta sinirli ve agresifim,Negatif
Bir saat önce sinirlerimi yumuşatmasi için ilaç içtim. Sinirlerim yumuşadi diye şu an aşırı agresifim...,Negatif
Yine çok sinirli ve agresifim keşke ağzımdan ateş çıksa da rahatlasam,Negatif
Bu aralar agresifim kompleksliyim ama perdelerimi kaldırdığımda kedi gibi bir insanım,Negatif
Beklemekten nefret ediyorum bu yüzden de arkadaşlarım beni hep bekletiyor delireceğim,Negatif
Telefonumda benim dışımda tüm arkadaşlarımın parmak izi var telefona şifreyle giriyorum resmen delireceğim,Negatif
Sinirimi birilerinden çıkarmam lazım yoksa delireceğim,Negatif
"Lan delireceğim gördük amk tamam snapchat, instagram, twitter, whatsapp her yerde niye paylaşıyorsun ya.",Negatif
Ben neden burun kanamasıyla uyanıyorum delireceğim,Negatif
Ahlaksız pislik herif ceheneme git defol iğreniyorum senden,Negatif
Rıza sen hoca falan değilsin istifa et defol git,Negatif
2-3 ay yazmıyor. Sonra geliyor en şerefsiz haliyle hiçbir şey olmamış gibi kafa karıştırıyor. Ya bir defol git.,Negatif
Defol git gözüm görmesin seni,Negatif
Lan yavşak sen ne anlarsın futboldan defol git,Negatif
Lütfen defol git şu şehirden burası senin pisliğine göre fazla temiz ,Negatif
Yok ya ben salak değilim bunlar düpedüz gerizekalı neyse bir şey demiyorum,Negatif
